from,to,weight
v43_h85,v43_h96,0.012157999910414219
v43_h85,v43_h141,0.02188500016927719
v43_h85,v43_h147,0.019453000277280807
v43_h85,v43_h173,0.05903799831867218
v43_h85,v43_h209,0.05903799831867218
v43_h85,v43_h211,0.004863299895077944
v43_h87,v43_h19,0.06876499950885773
v43_h87,v43_h50,0.0024315998889505863
v43_h87,v43_h93,0.004863299895077944
v43_h87,v43_h96,0.03161099925637245
v43_h87,v43_h141,0.014589999802410603
v43_h87,v43_h147,0.009726500138640404
v43_h87,v43_h173,0.004863299895077944
v43_h87,v43_h209,0.014589999802410603
v43_h87,v43_h211,0.0024315998889505863
v43_h87,v43_h220,0.009726500138640404
v43_h88,v43_h19,0.004863299895077944
v43_h88,v43_h93,0.051743000745773315
v43_h88,v43_h96,0.07119599729776382
v43_h88,v43_h141,0.00729489978402853
v43_h88,v43_h147,0.009726500138640404
v43_h88,v43_h173,0.0024315998889505863
v43_h88,v43_h209,0.0024315998889505863
v43_h89,v43_h19,0.004863299895077944
v43_h89,v43_h93,0.004863299895077944
v43_h89,v43_h96,0.0736280009150505
v43_h89,v43_h141,0.00729489978402853
v43_h89,v43_h147,0.004863299895077944
v43_h89,v43_h173,0.0024315998889505863
v43_h89,v43_h209,0.0024315998889505863
v43_h9,v43_h19,0.0024315998889505863
v43_h9,v43_h96,0.004863299895077944
v43_h9,v43_h141,0.0024315998889505863
v43_h9,v43_h209,0.0024315998889505863
v43_h9,v43_h211,0.0024315998889505863
v43_h90,v43_h19,0.00729489978402853
v43_h90,v43_h93,0.004863299895077944
v43_h90,v43_h96,0.07119599729776382
v43_h90,v43_h141,0.009726500138640404
v43_h90,v43_h147,0.012157999910414219
v43_h90,v43_h173,0.0024315998889505863
v43_h91,v43_h93,0.0024315998889505863
v43_h91,v43_h96,0.00729489978402853
v43_h91,v43_h141,0.0024315998889505863
v43_h91,v43_h147,0.004863299895077944
v43_h92,v43_h19,0.0024315998889505863
v43_h92,v43_h93,0.004863299895077944
v43_h92,v43_h96,0.06390099972486496
v43_h92,v43_h141,0.00729489978402853
v43_h92,v43_h147,0.0541750006377697
v43_h92,v43_h173,0.0024315998889505863
v43_h93,v43_h96,0.004863299895077944
v43_h94,v43_h19,0.014589999802410603
v43_h94,v43_h50,0.0024315998889505863
v43_h94,v43_h93,0.051743000745773315
v43_h94,v43_h96,0.07119599729776382
v43_h94,v43_h141,0.012157999910414219
v43_h94,v43_h147,0.012157999910414219
v43_h94,v43_h173,0.004863299895077944
v43_h94,v43_h209,0.004863299895077944
v43_h96,v43_h19,0.00729489978402853
v43_h96,v43_h93,0.004863299895077944
v43_h96,v43_h141,0.009726500138640404
v43_h96,v43_h147,0.009726500138640404
v43_h96,v43_h173,0.004863299895077944
v43_h96,v43_h209,0.00729489978402853
v43_h96,v43_h211,0.0024315998889505863
v43_h97,v43_h19,0.009726500138640404
v43_h97,v43_h93,0.004863299895077944
v43_h97,v43_h96,0.024315999820828438
v43_h97,v43_h141,0.009726500138640404
v43_h97,v43_h147,0.012157999910414219
v43_h97,v43_h173,0.009726500138640404
v43_h97,v43_h209,0.009726500138640404
v43_h97,v43_h211,0.0024315998889505863
v43_h98,v43_h19,0.056605998426675797
v43_h98,v43_h96,0.009726500138640404
v43_h98,v43_h141,0.0024315998889505863
v43_h98,v43_h147,0.017021000385284424
v43_h98,v43_h173,0.004863299895077944
v43_h98,v43_h211,0.0024315998889505863
v43_h98,v43_h272,0.004863299895077944
v44_h1,v44_h4,0.00477250013500452
v44_h1,v44_h22,0.002386299893260002
v44_h1,v44_h38,0.002386299893260002
v44_h1,v44_h40,0.002386299893260002
v44_h1,v44_h129,0.00477250013500452
v44_h10,v44_h4,0.060780998319387436
v44_h10,v44_h22,0.002386299893260002
v44_h10,v44_h36,0.002386299893260002
v44_h10,v44_h38,0.002386299893260002
v44_h10,v44_h40,0.00477250013500452
v44_h10,v44_h45,0.002386299893260002
v44_h10,v44_h53,0.002386299893260002
v44_h10,v44_h129,0.016704000532627106
v44_h100,v44_h4,0.00477250013500452
v44_h100,v44_h22,0.002386299893260002
v44_h100,v44_h38,0.002386299893260002
v44_h100,v44_h129,0.002386299893260002
v44_h100,v44_h150,0.002386299893260002
v44_h101,v44_h4,0.009545099921524525
v44_h101,v44_h22,0.00477250013500452
v44_h101,v44_h36,0.00477250013500452
v44_h101,v44_h38,0.00477250013500452
v44_h101,v44_h40,0.00477250013500452
v44_h101,v44_h45,0.002386299893260002
v44_h101,v44_h53,0.00477250013500452
v44_h101,v44_h129,0.0727119967341423
v44_h101,v44_h150,0.002386299893260002
v44_h102,v44_h4,0.002386299893260002
v44_h102,v44_h22,0.002386299893260002
v44_h102,v44_h38,0.002386299893260002
v44_h102,v44_h129,0.0071588000282645226
v44_h102,v44_h150,0.002386299893260002
v44_h104,v44_h4,0.0071588000282645226
v44_h104,v44_h22,0.002386299893260002
v44_h104,v44_h36,0.002386299893260002
v44_h104,v44_h38,0.0071588000282645226
v44_h104,v44_h40,0.0071588000282645226
v44_h104,v44_h45,0.002386299893260002
v44_h104,v44_h53,0.002386299893260002
v44_h104,v44_h129,0.06316699832677841
v44_h104,v44_h150,0.00477250013500452
v44_h105,v44_h4,0.002386299893260002
v44_h105,v44_h22,0.002386299893260002
v44_h105,v44_h36,0.0071588000282645226
v44_h105,v44_h38,0.05362199991941452
v44_h105,v44_h40,0.009545099921524525
v44_h105,v44_h45,0.002386299893260002
v44_h105,v44_h53,0.00477250013500452
v44_h105,v44_h129,0.014317999593913555
v44_h105,v44_h150,0.0071588000282645226
v44_h106,v44_h4,0.002386299893260002
v44_h106,v44_h22,0.002386299893260002
v44_h106,v44_h36,0.00477250013500452
v44_h106,v44_h38,0.009545099921524525
v44_h106,v44_h40,0.009545099921524525
v44_h106,v44_h45,0.00477250013500452
v44_h106,v44_h53,0.00477250013500452
v44_h106,v44_h129,0.011931000277400017
v44_h106,v44_h150,0.009545099921524525
v44_h107,v44_h4,0.05839399993419647
v44_h107,v44_h38,0.0071588000282645226
v44_h107,v44_h40,0.00477250013500452
v44_h107,v44_h129,0.014317999593913555
v44_h107,v44_h150,0.009545099921524525
v44_h108,v44_h4,0.0071588000282645226
v44_h108,v44_h22,0.002386299893260002
v44_h108,v44_h36,0.00477250013500452
v44_h108,v44_h38,0.0071588000282645226
v44_h108,v44_h40,0.00477250013500452
v44_h108,v44_h45,0.002386299893260002
v44_h108,v44_h53,0.00477250013500452
v44_h108,v44_h129,0.0071588000282645226
v44_h108,v44_h150,0.002386299893260002
v44_h11,v44_h4,0.0727119967341423
v44_h11,v44_h22,0.00477250013500452
v44_h11,v44_h36,0.009545099921524525
v44_h11,v44_h38,0.00477250013500452
v44_h11,v44_h40,0.00477250013500452
v44_h11,v44_h45,0.002386299893260002
v44_h11,v44_h53,0.002386299893260002
v44_h11,v44_h129,0.08225700259208679
v44_h11,v44_h150,0.0071588000282645226
v44_h110,v44_h22,0.002386299893260002
v44_h110,v44_h36,0.002386299893260002
v44_h110,v44_h38,0.009545099921524525
v44_h110,v44_h40,0.002386299893260002
v44_h110,v44_h129,0.06793999671936035
v44_h110,v44_h150,0.00477250013500452
v44_h111,v44_h22,0.002386299893260002
v44_h111,v44_h38,0.002386299893260002
v44_h111,v44_h40,0.002386299893260002
v44_h111,v44_h129,0.06316699832677841
v44_h111,v44_h150,0.002386299893260002
v44_h112,v44_h4,0.00477250013500452
v44_h112,v44_h129,0.07509800046682358
v44_h112,v44_h150,0.009545099921524525
v44_h113,v44_h4,0.002386299893260002
v44_h113,v44_h129,0.07748500257730484
v44_h113,v44_h150,0.0071588000282645226
v44_h114,v44_h4,0.0071588000282645226
v44_h114,v44_h22,0.002386299893260002
v44_h114,v44_h38,0.002386299893260002
v44_h114,v44_h129,0.028635000810027122
v44_h114,v44_h150,0.00477250013500452
v44_h12,v44_h4,0.0071588000282645226
v44_h13,v44_h4,0.07032600045204163
v44_h13,v44_h22,0.00477250013500452
v44_h13,v44_h36,0.0071588000282645226
v44_h13,v44_h40,0.0071588000282645226
v44_h13,v44_h45,0.00477250013500452
v44_h13,v44_h53,0.0071588000282645226
v44_h13,v44_h129,0.07748500257730484
v44_h13,v44_h150,0.00477250013500452
v44_h14,v44_h4,0.014317999593913555
v44_h14,v44_h22,0.00477250013500452
v44_h14,v44_h36,0.002386299893260002
v44_h14,v44_h38,0.002386299893260002
v44_h14,v44_h40,0.002386299893260002
v44_h14,v44_h129,0.0727119967341423
v44_h14,v44_h150,0.0071588000282645226
v44_h15,v44_h129,0.002386299893260002
v44_h16,v44_h4,0.051235999912023544
v44_h16,v44_h22,0.002386299893260002
v44_h16,v44_h38,0.00477250013500452
v44_h16,v44_h40,0.00477250013500452
v44_h16,v44_h129,0.009545099921524525
v44_h16,v44_h150,0.00477250013500452
v44_h17,v44_h4,0.002386299893260002
v44_h19,v44_h4,0.002386299893260002
v44_h19,v44_h22,0.06555300205945969
v44_h19,v44_h36,0.00477250013500452
v44_h19,v44_h40,0.00477250013500452
v44_h19,v44_h45,0.002386299893260002
v44_h19,v44_h53,0.002386299893260002
v44_h19,v44_h129,0.00477250013500452
v44_h2,v44_h4,0.06316699832677841
v44_h2,v44_h22,0.002386299893260002
v44_h2,v44_h36,0.00477250013500452
v44_h2,v44_h40,0.00477250013500452
v44_h2,v44_h53,0.002386299893260002
v44_h2,v44_h129,0.021476000547409058
v44_h2,v44_h150,0.00477250013500452
v44_h21,v44_h4,0.002386299893260002
v44_h21,v44_h22,0.07032600045204163
v44_h21,v44_h36,0.002386299893260002
v44_h21,v44_h38,0.00477250013500452
v44_h21,v44_h40,0.00477250013500452
v44_h21,v44_h45,0.002386299893260002
v44_h21,v44_h53,0.002386299893260002
v44_h21,v44_h129,0.009545099921524525
v44_h22,v44_h4,0.002386299893260002
v44_h22,v44_h38,0.002386299893260002
v44_h22,v44_h40,0.002386299893260002
v44_h22,v44_h129,0.002386299893260002
v44_h24,v44_h4,0.002386299893260002
v44_h24,v44_h22,0.06316699832677841
v44_h24,v44_h36,0.002386299893260002
v44_h24,v44_h38,0.00477250013500452
v44_h24,v44_h40,0.00477250013500452
v44_h24,v44_h45,0.002386299893260002
v44_h24,v44_h53,0.002386299893260002
v44_h24,v44_h129,0.00477250013500452
v44_h25,v44_h22,0.060780998319387436
v44_h26,v44_h22,0.011931000277400017
v44_h26,v44_h129,0.002386299893260002
v44_h27,v44_h4,0.00477250013500452
v44_h27,v44_h22,0.060780998319387436
v44_h27,v44_h40,0.002386299893260002
v44_h27,v44_h53,0.002386299893260002
v44_h27,v44_h129,0.00477250013500452
v44_h27,v44_h150,0.002386299893260002
v44_h29,v44_h4,0.002386299893260002
v44_h29,v44_h36,0.060780998319387436
v44_h29,v44_h38,0.05839399993419647
v44_h29,v44_h40,0.02386300079524517
v44_h29,v44_h45,0.00477250013500452
v44_h29,v44_h53,0.011931000277400017
v44_h29,v44_h129,0.01909000054001808
v44_h29,v44_h150,0.0071588000282645226
v44_h3,v44_h4,0.06555300205945969
v44_h3,v44_h36,0.002386299893260002
v44_h3,v44_h38,0.002386299893260002
v44_h3,v44_h40,0.002386299893260002
v44_h3,v44_h129,0.009545099921524525
v44_h3,v44_h150,0.0071588000282645226
v44_h31,v44_h4,0.002386299893260002
v44_h31,v44_h36,0.07032600045204163
v44_h31,v44_h38,0.0071588000282645226
v44_h31,v44_h40,0.016704000532627106
v44_h31,v44_h45,0.002386299893260002
v44_h31,v44_h53,0.0071588000282645226
v44_h31,v44_h129,0.002386299893260002
v44_h32,v44_h4,0.002386299893260002
v44_h32,v44_h36,0.07748500257730484
v44_h32,v44_h38,0.016704000532627106
v44_h32,v44_h40,0.07509800046682358
v44_h32,v44_h45,0.009545099921524525
v44_h32,v44_h53,0.01909000054001808
v44_h32,v44_h129,0.002386299893260002
v44_h35,v44_h36,0.06555300205945969
v44_h35,v44_h38,0.011931000277400017
v44_h35,v44_h40,0.06793999671936035
v44_h35,v44_h45,0.002386299893260002
v44_h35,v44_h53,0.002386299893260002
v44_h4,v44_h22,0.002386299893260002
v44_h4,v44_h36,0.002386299893260002
v44_h4,v44_h129,0.011931000277400017
v44_h40,v44_h22,0.002386299893260002
v44_h40,v44_h36,0.06316699832677841
v44_h40,v44_h38,0.06793999671936035
v44_h40,v44_h45,0.009545099921524525
v44_h40,v44_h53,0.016704000532627106
v44_h40,v44_h129,0.002386299893260002
v44_h40,v44_h150,0.002386299893260002
v44_h41,v44_h36,0.021476000547409058
v44_h41,v44_h38,0.011931000277400017
v44_h41,v44_h40,0.06793999671936035
v44_h41,v44_h45,0.00477250013500452
v44_h41,v44_h53,0.0071588000282645226
v44_h42,v44_h4,0.002386299893260002
v44_h42,v44_h22,0.0071588000282645226
v44_h42,v44_h36,0.07509800046682358
v44_h42,v44_h38,0.01909000054001808
v44_h42,v44_h40,0.08225700259208679
v44_h42,v44_h45,0.05362199991941452
v44_h42,v44_h53,0.05839399993419647
v44_h42,v44_h129,0.014317999593913555
v44_h42,v44_h150,0.002386299893260002
v44_h43,v44_h36,0.00477250013500452
v44_h43,v44_h53,0.00477250013500452
v44_h43,v44_h129,0.002386299893260002
v44_h44,v44_h36,0.028635000810027122
v44_h44,v44_h38,0.06555300205945969
v44_h44,v44_h40,0.07509800046682358
v44_h44,v44_h45,0.0071588000282645226
v44_h44,v44_h53,0.011931000277400017
v44_h44,v44_h129,0.002386299893260002
v44_h45,v44_h36,0.0071588000282645226
v44_h45,v44_h38,0.00477250013500452
v44_h45,v44_h40,0.009545099921524525
v44_h45,v44_h53,0.009545099921524525
v44_h46,v44_h4,0.002386299893260002
v44_h46,v44_h36,0.021476000547409058
v44_h46,v44_h38,0.06793999671936035
v44_h46,v44_h40,0.0727119967341423
v44_h46,v44_h45,0.056007999926805496
v44_h46,v44_h53,0.060780998319387436
v44_h48,v44_h36,0.0071588000282645226
v44_h48,v44_h38,0.011931000277400017
v44_h48,v44_h40,0.06316699832677841
v44_h48,v44_h45,0.00477250013500452
v44_h48,v44_h53,0.05839399993419647
v44_h49,v44_h36,0.00477250013500452
v44_h49,v44_h40,0.00477250013500452
v44_h49,v44_h45,0.002386299893260002
v44_h49,v44_h53,0.002386299893260002
v44_h5,v44_h4,0.06555300205945969
v44_h5,v44_h36,0.002386299893260002
v44_h5,v44_h38,0.002386299893260002
v44_h5,v44_h40,0.002386299893260002
v44_h5,v44_h129,0.014317999593913555
v44_h5,v44_h150,0.0071588000282645226
v44_h50,v44_h4,0.00477250013500452
v44_h50,v44_h22,0.002386299893260002
v44_h50,v44_h36,0.014317999593913555
v44_h50,v44_h38,0.01909000054001808
v44_h50,v44_h40,0.07032600045204163
v44_h50,v44_h45,0.0071588000282645226
v44_h50,v44_h53,0.06316699832677841
v44_h50,v44_h129,0.0071588000282645226
v44_h50,v44_h150,0.00477250013500452
v44_h54,v44_h4,0.002386299893260002
v44_h54,v44_h36,0.07748500257730484
v44_h54,v44_h38,0.016704000532627106
v44_h54,v44_h40,0.026249000802636147
v44_h54,v44_h45,0.0071588000282645226
v44_h54,v44_h53,0.060780998319387436
v44_h54,v44_h129,0.056007999926805496
v44_h54,v44_h150,0.00477250013500452
v44_h55,v44_h36,0.00477250013500452
v44_h55,v44_h38,0.002386299893260002
v44_h55,v44_h40,0.009545099921524525
v44_h55,v44_h45,0.002386299893260002
v44_h55,v44_h53,0.0071588000282645226
v44_h55,v44_h129,0.002386299893260002
v44_h56,v44_h38,0.00477250013500452
v44_h56,v44_h40,0.009545099921524525
v44_h56,v44_h53,0.00477250013500452
v44_h57,v44_h22,0.002386299893260002
v44_h57,v44_h36,0.08225700259208679
v44_h57,v44_h38,0.021476000547409058
v44_h57,v44_h40,0.07748500257730484
v44_h57,v44_h45,0.0071588000282645226
v44_h57,v44_h53,0.014317999593913555
v44_h57,v44_h129,0.009545099921524525
v44_h57,v44_h150,0.002386299893260002
v44_h58,v44_h4,0.002386299893260002
v44_h58,v44_h36,0.021476000547409058
v44_h58,v44_h38,0.016704000532627106
v44_h58,v44_h40,0.07509800046682358
v44_h58,v44_h45,0.00477250013500452
v44_h58,v44_h53,0.014317999593913555
v44_h58,v44_h129,0.00477250013500452
v44_h58,v44_h150,0.00477250013500452
v44_h59,v44_h22,0.00477250013500452
v44_h59,v44_h36,0.01909000054001808
v44_h59,v44_h38,0.06316699832677841
v44_h59,v44_h40,0.0310210008174181
v44_h59,v44_h45,0.0071588000282645226
v44_h59,v44_h53,0.01909000054001808
v44_h59,v44_h129,0.0071588000282645226
v44_h59,v44_h150,0.002386299893260002
v44_h6,v44_h4,0.06555300205945969
v44_h6,v44_h22,0.002386299893260002
v44_h6,v44_h36,0.051235999912023544
v44_h6,v44_h38,0.011931000277400017
v44_h6,v44_h40,0.011931000277400017
v44_h6,v44_h45,0.002386299893260002
v44_h6,v44_h53,0.002386299893260002
v44_h6,v44_h129,0.021476000547409058
v44_h6,v44_h150,0.011931000277400017
v44_h60,v44_h36,0.016704000532627106
v44_h60,v44_h38,0.060780998319387436
v44_h60,v44_h40,0.0727119967341423
v44_h60,v44_h45,0.0071588000282645226
v44_h60,v44_h53,0.016704000532627106
v44_h60,v44_h129,0.002386299893260002
v44_h61,v44_h36,0.0071588000282645226
v44_h61,v44_h38,0.0071588000282645226
v44_h61,v44_h40,0.056007999926805496
v44_h61,v44_h53,0.0071588000282645226
v44_h62,v44_h36,0.01909000054001808
v44_h62,v44_h38,0.07032600045204163
v44_h62,v44_h40,0.08225700259208679
v44_h62,v44_h45,0.0071588000282645226
v44_h62,v44_h53,0.06316699832677841
v44_h62,v44_h129,0.00477250013500452
v44_h63,v44_h36,0.060780998319387436
v44_h63,v44_h38,0.009545099921524525
v44_h63,v44_h40,0.01909000054001808
v44_h63,v44_h45,0.0071588000282645226
v44_h63,v44_h53,0.009545099921524525
v44_h63,v44_h129,0.002386299893260002
v44_h65,v44_h4,0.0071588000282645226
v44_h65,v44_h22,0.002386299893260002
v44_h65,v44_h36,0.0071588000282645226
v44_h65,v44_h38,0.011931000277400017
v44_h65,v44_h40,0.011931000277400017
v44_h65,v44_h45,0.002386299893260002
v44_h65,v44_h53,0.002386299893260002
v44_h65,v44_h129,0.016704000532627106
v44_h65,v44_h150,0.0071588000282645226
v44_h66,v44_h22,0.002386299893260002
v44_h66,v44_h36,0.002386299893260002
v44_h66,v44_h38,0.00477250013500452
v44_h66,v44_h40,0.00477250013500452
v44_h66,v44_h45,0.002386299893260002
v44_h66,v44_h53,0.002386299893260002
v44_h66,v44_h129,0.002386299893260002
v44_h67,v44_h4,0.002386299893260002
v44_h67,v44_h36,0.0071588000282645226
v44_h67,v44_h40,0.00477250013500452
v44_h67,v44_h45,0.002386299893260002
v44_h67,v44_h53,0.00477250013500452
v44_h67,v44_h129,0.00477250013500452
v44_h69,v44_h4,0.002386299893260002
v44_h69,v44_h22,0.002386299893260002
v44_h69,v44_h36,0.0071588000282645226
v44_h69,v44_h38,0.002386299893260002
v44_h69,v44_h40,0.0071588000282645226
v44_h69,v44_h45,0.002386299893260002
v44_h69,v44_h53,0.0071588000282645226
v44_h69,v44_h129,0.016704000532627106
v44_h69,v44_h150,0.002386299893260002
v44_h70,v44_h38,0.002386299893260002
v44_h70,v44_h40,0.002386299893260002
v44_h70,v44_h53,0.002386299893260002
v44_h70,v44_h129,0.002386299893260002
v44_h71,v44_h22,0.002386299893260002
v44_h71,v44_h38,0.002386299893260002
v44_h71,v44_h40,0.002386299893260002
v44_h71,v44_h129,0.06316699832677841
v44_h71,v44_h150,0.002386299893260002
v44_h72,v44_h22,0.002386299893260002
v44_h72,v44_h129,0.009545099921524525
v44_h73,v44_h22,0.002386299893260002
v44_h73,v44_h38,0.002386299893260002
v44_h73,v44_h40,0.00477250013500452
v44_h73,v44_h129,0.011931000277400017
v44_h73,v44_h150,0.0071588000282645226
v44_h75,v44_h22,0.002386299893260002
v44_h75,v44_h36,0.002386299893260002
v44_h75,v44_h38,0.00477250013500452
v44_h75,v44_h40,0.0071588000282645226
v44_h75,v44_h45,0.002386299893260002
v44_h75,v44_h53,0.00477250013500452
v44_h75,v44_h129,0.00477250013500452
v44_h75,v44_h150,0.002386299893260002
v44_h76,v44_h22,0.00477250013500452
v44_h76,v44_h38,0.002386299893260002
v44_h76,v44_h40,0.002386299893260002
v44_h76,v44_h129,0.002386299893260002
v44_h77,v44_h22,0.0071588000282645226
v44_h77,v44_h36,0.002386299893260002
v44_h77,v44_h38,0.009545099921524525
v44_h77,v44_h40,0.0071588000282645226
v44_h77,v44_h129,0.009545099921524525
v44_h77,v44_h150,0.011931000277400017
v44_h78,v44_h4,0.002386299893260002
v44_h78,v44_h36,0.002386299893260002
v44_h78,v44_h40,0.0071588000282645226
v44_h78,v44_h53,0.002386299893260002
v44_h78,v44_h129,0.014317999593913555
v44_h78,v44_h150,0.002386299893260002
v44_h79,v44_h4,0.00477250013500452
v44_h79,v44_h22,0.002386299893260002
v44_h79,v44_h36,0.009545099921524525
v44_h79,v44_h38,0.011931000277400017
v44_h79,v44_h40,0.016704000532627106
v44_h79,v44_h45,0.00477250013500452
v44_h79,v44_h53,0.011931000277400017
v44_h79,v44_h129,0.014317999593913555
v44_h79,v44_h150,0.00477250013500452
v44_h80,v44_h4,0.002386299893260002
v44_h80,v44_h36,0.0071588000282645226
v44_h80,v44_h38,0.00477250013500452
v44_h80,v44_h40,0.00477250013500452
v44_h80,v44_h53,0.002386299893260002
v44_h80,v44_h129,0.011931000277400017
v44_h80,v44_h150,0.002386299893260002
v44_h81,v44_h22,0.002386299893260002
v44_h81,v44_h36,0.0071588000282645226
v44_h81,v44_h38,0.002386299893260002
v44_h81,v44_h40,0.002386299893260002
v44_h81,v44_h53,0.002386299893260002
v44_h81,v44_h129,0.009545099921524525
v44_h83,v44_h4,0.009545099921524525
v44_h83,v44_h22,0.002386299893260002
v44_h83,v44_h36,0.00477250013500452
v44_h83,v44_h38,0.002386299893260002
v44_h83,v44_h40,0.00477250013500452
v44_h83,v44_h45,0.00477250013500452
v44_h83,v44_h53,0.00477250013500452
v44_h83,v44_h129,0.026249000802636147
v44_h83,v44_h150,0.0071588000282645226
v44_h84,v44_h4,0.002386299893260002
v44_h84,v44_h22,0.002386299893260002
v44_h84,v44_h36,0.002386299893260002
v44_h84,v44_h38,0.056007999926805496
v44_h84,v44_h40,0.0071588000282645226
v44_h84,v44_h129,0.011931000277400017
v44_h85,v44_h22,0.002386299893260002
v44_h85,v44_h36,0.002386299893260002
v44_h85,v44_h40,0.002386299893260002
v44_h85,v44_h45,0.002386299893260002
v44_h85,v44_h53,0.002386299893260002
v44_h87,v44_h4,0.0071588000282645226
v44_h87,v44_h22,0.002386299893260002
v44_h87,v44_h129,0.009545099921524525
v44_h88,v44_h4,0.00477250013500452
v44_h88,v44_h22,0.00477250013500452
v44_h88,v44_h38,0.002386299893260002
v44_h88,v44_h40,0.002386299893260002
v44_h88,v44_h53,0.002386299893260002
v44_h88,v44_h129,0.026249000802636147
v44_h89,v44_h4,0.00477250013500452
v44_h89,v44_h22,0.00477250013500452
v44_h89,v44_h38,0.002386299893260002
v44_h89,v44_h129,0.009545099921524525
v44_h9,v44_h4,0.06555300205945969
v44_h9,v44_h129,0.016704000532627106
v44_h90,v44_h129,0.060780998319387436
v44_h90,v44_h150,0.00477250013500452
v44_h91,v44_h22,0.002386299893260002
v44_h91,v44_h38,0.002386299893260002
v44_h91,v44_h129,0.06555300205945969
v44_h92,v44_h4,0.00477250013500452
v44_h92,v44_h129,0.06555300205945969
v44_h93,v44_h4,0.00477250013500452
v44_h93,v44_h22,0.002386299893260002
v44_h93,v44_h129,0.06555300205945969
v44_h94,v44_h4,0.002386299893260002
v44_h94,v44_h22,0.002386299893260002
v44_h94,v44_h38,0.002386299893260002
v44_h94,v44_h129,0.014317999593913555
v44_h94,v44_h150,0.009545099921524525
v44_h95,v44_h22,0.002386299893260002
v44_h95,v44_h38,0.002386299893260002
v44_h95,v44_h129,0.011931000277400017
v44_h96,v44_h4,0.00477250013500452
v44_h96,v44_h22,0.056007999926805496
v44_h96,v44_h36,0.00477250013500452
v44_h96,v44_h38,0.009545099921524525
v44_h96,v44_h40,0.009545099921524525
v44_h96,v44_h45,0.00477250013500452
v44_h96,v44_h53,0.00477250013500452
v44_h96,v44_h129,0.026249000802636147
v44_h96,v44_h150,0.011931000277400017
v44_h97,v44_h4,0.0071588000282645226
v44_h97,v44_h22,0.00477250013500452
v44_h97,v44_h129,0.07748500257730484
v44_h97,v44_h150,0.0071588000282645226
v45_h1,v45_h42,0.006259600166231394
v45_h1,v45_h62,0.012519000098109245
v45_h1,v45_h74,0.006259600166231394
v45_h1,v45_h139,0.006259600166231394
v45_h1,v45_h159,0.006259600166231394
v45_h1,v45_h176,0.006259600166231394
v45_h1,v45_h207,0.006259600166231394
v45_h1,v45_h220,0.012519000098109245
v45_h10,v45_h36,0.09163700044155121
v45_h10,v45_h42,0.006259600166231394
v45_h10,v45_h207,0.006259600166231394
v45_h100,v45_h42,0.006259600166231394
v45_h100,v45_h62,0.006259600166231394
v45_h100,v45_h176,0.006259600166231394
v45_h100,v45_h207,0.012519000098109245
v45_h101,v45_h36,0.006259600166231394
v45_h101,v45_h42,0.03755800053477287
v45_h101,v45_h62,0.012519000098109245
v45_h101,v45_h74,0.11042000353336334
v45_h101,v45_h159,0.006259600166231394
v45_h101,v45_h176,0.018779000267386436
v45_h101,v45_h192,0.006259600166231394
v45_h101,v45_h207,0.02503800019621849
v45_h101,v45_h240,0.006259600166231394
v45_h101,v45_h244,0.09163700044155121
v45_h102,v45_h62,0.006259600166231394
v45_h102,v45_h139,0.006259600166231394
v45_h102,v45_h176,0.006259600166231394
v45_h102,v45_h207,0.006259600166231394
v45_h102,v45_h244,0.006259600166231394
v45_h104,v45_h42,0.018779000267386436
v45_h104,v45_h62,0.012519000098109245
v45_h104,v45_h74,0.012519000098109245
v45_h104,v45_h176,0.006259600166231394
v45_h104,v45_h207,0.018779000267386436
v45_h104,v45_h244,0.006259600166231394
v45_h105,v45_h36,0.012519000098109245
v45_h105,v45_h42,0.08537700027227402
v45_h105,v45_h74,0.03129800036549568
v45_h105,v45_h139,0.018779000267386436
v45_h105,v45_h159,0.006259600166231394
v45_h105,v45_h176,0.006259600166231394
v45_h105,v45_h207,0.018779000267386436
v45_h105,v45_h215,0.006259600166231394
v45_h105,v45_h240,0.006259600166231394
v45_h105,v45_h244,0.012519000098109245
v45_h106,v45_h62,0.006259600166231394
v45_h106,v45_h74,0.018779000267386436
v45_h106,v45_h176,0.09163700044155121
v45_h106,v45_h207,0.018779000267386436
v45_h106,v45_h244,0.012519000098109245
v45_h107,v45_h36,0.018779000267386436
v45_h107,v45_h42,0.006259600166231394
v45_h107,v45_h62,0.006259600166231394
v45_h107,v45_h74,0.012519000098109245
v45_h107,v45_h139,0.012519000098109245
v45_h107,v45_h176,0.006259600166231394
v45_h107,v45_h207,0.018779000267386436
v45_h107,v45_h220,0.012519000098109245
v45_h108,v45_h36,0.012519000098109245
v45_h108,v45_h42,0.006259600166231394
v45_h108,v45_h62,0.006259600166231394
v45_h108,v45_h74,0.006259600166231394
v45_h108,v45_h139,0.006259600166231394
v45_h108,v45_h207,0.09789600223302841
v45_h108,v45_h220,0.006259600166231394
v45_h108,v45_h244,0.006259600166231394
v45_h11,v45_h36,0.018779000267386436
v45_h11,v45_h42,0.006259600166231394
v45_h11,v45_h62,0.006259600166231394
v45_h11,v45_h74,0.006259600166231394
v45_h11,v45_h139,0.006259600166231394
v45_h11,v45_h159,0.006259600166231394
v45_h11,v45_h176,0.012519000098109245
v45_h11,v45_h207,0.012519000098109245
v45_h110,v45_h36,0.006259600166231394
v45_h110,v45_h42,0.012519000098109245
v45_h110,v45_h62,0.012519000098109245
